Namespace(lexinterface=False, toinitfile=None, frominitfile='', mysqlconfigfile='/home/ssubrahmanya/.my.cnf', dbengine='mysql', corpdb='ssubrahmanya', corptable='msg_essays_v9v11', correl_field='person_id', message_field='message', messageid_field='message_id', date_field='updated_time', lexicondb='dlatk_lexica', encoding='utf8mb4', useunicode=True, language='en', feattable='feat$roberta_ba_meL11con$msg_essays_v9v11$person_id', n=[1], metafeats=True, lextable='', wordTable=None, colloc_table='test_collocs', colloc_column='feat', feature_type_name=None, gzipcsv='', categories='', feat_blacklist='', feat_whitelist='', valuefunc=<function main.<locals>.<lambda> at 0x7f8b505651c0>, lexvaluefunc=<function main.<locals>.<lambda> at 0x7f8b50565300>, pocc=0.01, pmi=3.0, minfeatsum=0, topicfile='', numtopicwords=15, topiclexicon='', topiclist='', topiclexmethod='csv_lik', weightedlexicon=False, numbins=None, flexiplotfile='', groupidrange=None, masktable=None, embmodel='bert-base-uncased', embclass=None, tokenizermodel=None, embaggs=['mean'], emblayeraggs=['concatenate'], transwordaggs=['mean'], emblayers=None, embnocontext=False, embtablename=None, batchsize=32, embkeepmsg=False, listfeattables=False, showtables=False, describetables=False, viewtables=False, createrandsample=None, createcopiedtable=None, extension=None, top_messages=False, outcometable='big5_person_id', outcomefields=['openness_score', 'conscientious_score', 'extravert_score', 'agreeable_score', 'neurotic_score'], outcomecontrols=[], cattobinfields=[], cattointfields=[], outcomeinteraction=[], fold_column='fold', test_folds=None, featnames=['honor'], groupfreqthresh=0, outputdir='.', outputname='/chronos_data/ssubrahmanya/summary-mem/output/big5_person_id_roberta-base_L11_ridgecv', maxtcwords=100, showfeatfreqs=True, tcfilter=True, featlabelmaptable='', featlabelmaplex='', bracketlabels='', compTagcloud=False, compTCsample1=[], compTCsample2=[], csv=True, pickle=False, sort=False, whitelist=False, blacklist=False, spearman=False, logisticReg=False, cohensd=False, IDP=False, auc=False, zScoreGroup=False, p_correction_method='BH', bonferroni=True, nvalue=True, confint=True, freq=True, tagcloudcolorscheme='multi', cleancloud=False, weightedsample='', low_variance_thresh=0.0, minabseffectsize=0.0, interactions=False, bootstrapp=0, maxP=0.05, groupswhere='', mediation=False, mediationboot=False, mediationbootnum=1000, outcomepathstarts=[], outcomemediators=[], feat_as_path_start=False, feat_as_outcome=False, feat_as_control=False, no_features=False, mediationcsv=False, mediationsummary=True, mediation_style='baron', adapttable=None, adaptcolumns=None, model='ridgecv', turn_off_backoff_model=False, combmodels=['ridgecv'], sparse=False, folds=5, outlier_to_mean=False, picklefile='', allcontrolsonly=True, nolang=False, controlcombosizes=[], res_controls=False, pred_csv=True, prob_csv=False, weightedeval=None, standardize=True, featureselection='', featureselectionstring='', train_bootstraps=None, train_bootstraps_ns=None, addngrams=False, addngramsfromtok=False, use_collocs=False, include_sub_collocs=False, colloc_pmi_thresh=3.0, addcharngrams=False, lowercaseonly=True, addlextable=False, addcorplextable=False, addphrasetable=False, addpostable=False, pos_ngram=False, addldafeattable=None, printtokenizedlines=None, printjoinedfeaturelines=None, addtopiclexfromtopicfile=False, addtimexdiff=False, addpostimexdiff=False, addwnnopos=False, addwnpos=False, addfkscore=False, addpnames=None, embaddfeat=False, sembaddfeat=False, lexicon_normalization=False, multicategory_normalization=False, addtokenized=False, addsenttokenized=False, addsentperrow=False, addparses=False, addsegmented=False, segmentationModel='ctb', addtweettok=False, addtweetpos=False, addldamsgs=None, addoutcomefeats=False, langfilter=[], lightenglishfilter=False, cleanmessages=False, deduplicate=False, spamfilter=None, addmessageid=None, ldamsgtbl='messages_en_lda$msgs_en_tok_a30', createdists=False, addner=False, ttestfeats=False, featoccfilter=False, combinefeattables=None, addfeatnorms=False, addstdfeats=False, featcollocfilter=False, createcollocscores=False, featcorrelfilter=False, maketopiclabelmap=False, tfidf=False, featgroupoutcomes=False, aggregategroup=False, archetypesimilarity=None, interpolategroup=None, printcsv=None, printfreqcsv=None, printnumgroups=False, densifytable=None, correlate=False, rmatrix=False, combormatrix=False, topicdupefilter=False, tagcloud=False, topictc=False, topictagcloudcolorscheme='blue', corptopictc=False, makewordclouds=False, maketopicwordclouds=False, makealltopicwordclouds=False, keepduplicates=False, useFeatTableFeats=False, outcomeWithOutcome=False, outcomeWithOutcomeOnly=False, outputInteractionTerms=False, interactionDdla=None, ddlaSignificance=0.001, ddlaFiles=None, ddlaTagcloud=False, multir=False, trainregression=False, testregression=False, combotestregression=True, predictregression=False, controladjustreg=False, testcombregression=[], predictrtofeats=None, predictRtoOutcomeTable=None, predictalltofeats=None, fsparams=False, kbest=None, pcacomp=None, adaptationfactors=None, factorselectiontype='rfe', numoffactors=None, pairedfactors=False, report=False, factoraddition=False, factoradaptation=False, residualizedfactoradaptation=False, trainclassifiers=False, testclassifiers=False, combotestclassifiers=False, predictclassifiers=False, roc=False, predictctofeats=None, predictprobstofeats=None, predictCtoOutcomeTable=None, regrToLex=None, classToLex=None, stratifyfolds=False, prefixsupergroups=False, trainclasstoreg=False, testclasstoreg=False, predictclasstoreg=False, reducertolexicon=None, supertopics=None, reducedlexicon=None, fitreducer=False, n_components=None, transformdrtofeats=None, cca=0, penaltyFeats=None, penaltyOutcomes=None, ccaOutcomesVsControls=False, ccaPermute=0, predictCcaCompsFromModel=False, newSQLtable=None, usexfeats=False, usexcontrols=False, savemodels=False, loadmodels=False, barplot=False, scatterplot=False, featflexibin=False, skipbinstep=False, preservebintable=False, descplot=False, loessplot='', estimate_lda_topics=False, mallet_path='/opt/mallet/bin/mallet', save_lda_files=None, lda_lexicon_name=None, no_lda_lexicon=False, num_topics=100, num_lda_threads=4, num_stopwords=50, extra_lda_stopwords=None, no_lda_stopping=False, lda_alpha=5.0, lda_beta=0.01, lda_iterations=1000, integrationmethod='', featureselectionparams=None)

Id,agreeable_score__withLanguage,agreeable_score_trues,conscientious_score__withLanguage,conscientious_score_trues,extravert_score__withLanguage,extravert_score_trues,neurotic_score__withLanguage,neurotic_score_trues,openness_score__withLanguage,openness_score_trues
1,14.481148841006096,15.6,15.383760400327489,16.2,13.137044967044247,14.2,12.56212640506342,10.4,13.647263129643685,9.2
1022,15.132930989469031,15.5,15.25691644419325,11.0,13.858952490409731,12.0,10.660177619269847,11.0,13.881311332097138,9.5
1029,15.067811831247784,14.6,16.34488589151061,13.8,14.001503014495727,10.0,11.081693112360293,14.0,13.472279528049954,10.6
1031,14.047286110613733,13.0,13.598910332344094,13.8,13.551489616108693,12.2,12.842947362973291,14.2,14.000769554788317,15.2
1032,14.402429401607453,14.666666666666666,12.936141122578075,15.333333333333334,12.345253083383135,12.666666666666666,13.140581768495252,10.333333333333334,13.993256563715837,10.0
1044,15.59075797295012,18.666666666666668,17.911784435738447,18.333333333333332,14.800857706378983,19.0,9.60742096500605,5.0,13.653807207480494,12.333333333333334
1063,14.187799017121659,10.5,14.503464706721246,11.75,13.64938964840748,13.0,13.221591844919777,11.25,14.354780512858508,15.25
1090,14.902014358911677,11.4,14.989834603460627,16.8,11.772693264686055,11.6,12.95537765625705,12.6,13.546918239916243,10.0
110,14.399667658549962,11.0,18.003054952297305,16.0,12.041091313246048,17.0,12.892183025215584,11.0,13.227010486295415,18.0
1115,13.672336203257139,13.0,13.592882602456502,6.0,12.92399950810947,10.0,14.202325558323214,19.0,13.836447846077125,19.0
1117,16.684624956578602,16.5,16.02734823949001,16.0,14.823510572362744,19.0,10.505381768438257,9.0,15.192282801603119,14.0
112,14.431601563125726,14.4,15.132032623602663,13.8,13.233823409763628,9.6,12.674263346409113,14.6,14.142607902220767,12.6
1125,14.408676849215936,16.5,14.375450497364564,17.0,13.2913734368225,15.0,12.478748592461493,14.0,14.177318536285428,14.0
1131,13.868452725254222,16.4,10.190228569594769,13.6,10.954700802815768,10.4,12.494126539571399,14.6,14.036489332876588,14.2
1134,14.750064013682948,12.0,14.53056817869645,17.0,12.858853441571025,11.0,12.777888064707238,16.0,13.640908757416758,10.0
1137,14.616757619388116,13.0,14.181635072261797,18.0,13.738419534023935,20.0,12.14628487236214,12.0,14.603885723299465,19.0
1162,14.615082911165057,15.0,15.385365470866583,15.25,13.812592761489697,13.25,11.97286055946982,11.75,13.506283966731855,10.5
1165,14.397664509832476,13.4,13.761328917729703,15.6,13.174006995745964,13.6,13.141247635669478,11.2,14.143326171597469,17.6
118,14.586868615654547,14.25,14.751330840985693,13.5,13.227859628192238,15.25,13.201810558559787,13.0,13.749907944902638,13.75
1180,14.97260082823616,13.5,15.622742275185924,19.0,13.276319786243118,7.0,11.544640091357348,10.25,13.665570392669336,15.5
1195,15.01350590203722,14.5,15.61600054910597,17.0,13.467743229987713,13.0,11.54750376328732,12.0,13.322891661231282,12.0
120,14.58749995409808,14.0,14.804494885521514,13.0,13.0311859925532,16.666666666666668,12.665567540713987,13.666666666666666,13.929757348703783,13.333333333333334
1208,14.793310486483087,15.666666666666666,15.31949221652665,14.0,14.242388409098632,15.0,11.008621224465609,12.333333333333334,14.094280888118094,18.333333333333332
1221,14.57604805015501,18.0,16.284482116879293,18.0,14.239308723523566,17.666666666666668,11.602309899268654,7.666666666666667,13.516876065959504,12.0
1223,15.125863225528324,10.0,16.25480032194378,12.0,12.72838822962136,19.0,12.065511089820259,13.0,13.692596983361145,15.0
1237,14.32409128475742,16.0,14.102311971235258,15.5,12.489364918038964,18.25,12.539808179255532,10.5,13.672103825433613,15.25
1247,14.129294558058477,14.2,14.386240837295269,15.4,12.386577113586904,14.8,13.621222697579155,18.2,13.886617151057738,16.0
125,13.950034917900567,16.25,13.950724494263525,15.25,13.348506341452598,9.5,13.96257495866058,15.0,14.071234175113835,12.75
1254,14.853807293229229,12.4,13.805942418309176,11.8,12.495689920425267,14.0,13.585471471764647,15.0,14.895394001576674,13.6
1268,14.9725687190798,15.2,14.70191999401643,15.0,13.134694977950513,10.8,11.98363145576519,12.8,13.657416141127626,14.8
1271,14.659250762734281,17.5,14.825348297645144,18.75,11.957669455578639,11.25,12.74167478604661,9.0,13.558293245509837,14.25
1278,15.061497858862923,19.0,15.414365290398656,19.0,12.864024461586913,20.0,11.526985882010909,7.0,13.833589132698686,17.0
129,14.195891568554252,14.0,15.01277109234359,12.0,13.571372345793314,17.8,12.977900859691976,13.4,13.359280206085556,19.8
1301,14.853123273172265,18.0,15.26141135452905,19.75,13.906534394346984,16.0,11.019377437703875,6.25,13.51457330218065,15.75
1311,15.06338599857644,15.5,15.55145682231075,12.75,13.5362026153603,10.75,11.21606153382347,13.0,13.699771760063047,14.5
1342,14.407882004850748,14.0,14.226117699248942,12.5,13.098891466919941,14.75,12.955856603026456,17.0,13.638279927875587,13.75
1358,14.128314932641338,9.0,14.325874193680601,18.0,12.43099886893748,9.333333333333334,12.863512488316049,15.666666666666666,14.107716638784934,15.0
1363,14.85063985578933,14.2,15.742812414510704,18.4,13.263712381268695,9.6,11.689460859336764,15.6,13.671283558942402,10.0
1370,14.445373971742134,10.6,15.635297853142566,11.4,13.094921017758464,18.8,12.404750699268554,15.2,13.52365586839062,12.2
1383,15.073904605540426,13.75,15.194242037002914,17.5,12.910652059464741,14.75,9.625654240032357,11.75,13.87799556376643,16.75
1396,14.953054934761887,17.25,16.629377526188335,17.75,14.121962138390757,16.75,10.662859224263281,9.0,14.01524258147885,16.75
1407,14.768749387527942,11.0,15.327164027464345,15.5,13.370915079066764,15.0,11.86586179395473,13.0,13.764647454742505,16.5
1410,14.187591571372755,12.0,15.760760597067923,13.5,13.05709804602951,12.5,11.600315070342992,13.5,13.58361414876385,10.5
1414,14.614771906090866,13.0,15.087212078490726,17.0,14.546541568500846,16.0,12.251229673144378,12.0,13.917156991733956,15.0
1419,14.956254360583664,13.5,13.876935753669414,17.5,12.49622502031167,8.0,12.884148339610226,16.0,13.772483754163819,16.0
1423,14.847410518437336,17.0,14.922987980183166,14.0,12.851393172491782,17.0,11.62220251000281,9.0,13.556058343457444,12.0
